dsire_id,dsire_name,dsire_match_reason,source_url,llm_confidence,llm_open_questions,scenario,description,state(s),building type(s),building vintage(s),end use(s),tech(s),fuel type(s),base fuel,base fuel backup,modification,scope,ira,increase pct,performance level,performance units,credit pct,rebate amount,rebate units,start year,end year,applicable fraction,fraction notes
2316,OTEC - Residential Energy Efficiency Rebate Program,updated,https://otec.coop/residential,low,"Program covers multiple technologies (heat pumps, HPWH, central AC, insulation, windows, appliances). This draft targets all-electric heat pumps (no wood heat) at $500 rebate. Other heat pump tiers exist ($150-$800). Specific efficiency performance levels (e.g. HSPF/SEER2) and start/end years are not explicitly provided in the record.",reference,Oregon Trail Electric Cooperative Residential Energy Efficiency Rebate Program: https://otec.coop/residential,OR,all residential,all,heating,ASHP,electricity,,,replace,non-federal,,,,,,500,$/unit,,,,
1674,Portland General Electric - Residential Energy Efficiency Rebate Program,updated,https://www.portlandgeneral.com/residential/energy-savings/special-offers-incentives,medium,"Drafted for ENERGY STAR Heat Pump Water Heater ($750 rebate). Start/end years and specific numeric performance levels (e.g. UEF threshold) are not specified in the input text. Additional rows should be drafted for other measures mentioned in the program details (ASHP/AC, gas furnace, duct sealing/insulation, gas WH).",reference,Portland General Electric Residential Energy Efficiency Rebate Program: https://www.portlandgeneral.com/residential/energy-savings/special-offers-incentives,OR,all residential,all,water heating,electric WH,electricity,,,replace,non-federal,,,,,,750,$/unit,,,,
165,Renewable Energy Systems Exemption,expired+updated,https://www.oregon.gov/energy/Incentives/Pages/default.aspx,low,"This program is a 100% property tax exemption on added property market value, rather than a direct rebate or income tax credit on equipment purchase cost. Check how property tax exemptions should be translated into capital cost reductions in Scout. GSHP chosen as candidate Scout tech for geothermal heating/cooling.",reference,Oregon Renewable Energy Systems Exemption (Oregon Department of Energy): https://www.oregon.gov/energy/Incentives/Pages/default.aspx,OR,all,all,heating,GSHP,electricity,,,replace,non-federal,,,,,,,,,2029,,
1056,Penelec SEF of the Community Foundation for the Alleghenies Grant Program (FirstEnergy Territory),updated,https://bccf.org/sustainable-energy-fund/,low,"Grant applications are currently paused ('not being accepted until further notice'). No specific dollar amounts, performance metrics, end uses, target technologies, start/end years, or building types are specified in the DSIRE record.",reference,Penelec SEF Grant Program (Community Foundation for the Alleghenies): https://bccf.org/sustainable-energy-fund/,PA,all,all,all,all,all,,,,non-federal,,,,,,,,,,,
5068,Philadelphia Gas Works - Commercial and Industrial Equipment Rebate Program,expired+updated,https://pgwenergysense.com/commercial-rebates/,low,"Program covers multiple equipment measures (VRF heat pumps at $450/ton, commercial boilers $2,700-$9,000, water heaters $4.25/MBH, roof insulation $0.60/sq ft, commercial cooking). Drafted row focuses on VRF heat pump; verify whether VRF technology is gas-engine heat pump or electric, obtain performance efficiency requirements from the utility website, and draft additional rows for other measures as needed.",reference,Philadelphia Gas Works - Commercial and Industrial Equipment Rebate Program: https://pgwenergysense.com/commercial-rebates/,PA,all commercial,all,heating,ASHP,natural gas,natural gas,,replace,non-federal,,,,,,450,$/ton,,,,
4831,Philadelphia Gas Works - Residential and Small Business Equipment Rebate Program,expired+updated,https://pgwenergysense.com/residential-rebates/,low,"Rebate amount for natural gas furnaces ranges from $250 to $800 depending on specific AFUE tiers not detailed in summary. Specific start and end years are not provided. The program also covers boilers ($700-$1,400), combi boilers ($1,000-$2,000), tankless water heaters ($350-$700), and roof insulation/air sealing ($0.30-$0.95/sf), which would require separate candidate rows.",reference,Philadelphia Gas Works - Residential Equipment Rebate Program: https://pgwenergysense.com/residential-rebates/,PA,all residential,all,heating,furnace (NG),natural gas,natural gas,,replace,non-federal,,,0.94,AFUE,,,$/unit,,,,
3352,Solar Energy Incentives Program,updated,https://dced.pa.gov/programs/alternative-clean-energy-program-ace/,low,"Program targets commercial, non-profit, and public entities with loans, grants, and loan guarantees for solar thermal and PV systems, manufacturing, and R&D. Specific grant amounts vary (capped at $1M or $1.50/W to $2.25/W for generation projects). Standard Scout tech mapping for solar PV/thermal is uncertain; mapped tentatively to electric WH for solar thermal. Review how grant/loan caps translate to Scout incentive parameters.",reference,Solar Energy Incentives Program: PA Department of Community and Economic Development https://dced.pa.gov/programs/alternative-clean-energy-program-ace/,PA,all commercial,all,water heating,electric WH,electricity,,,,non-federal,,,,,,,,2008,,,
22791,Solar Energy Program (Grant Category),updated,https://dced.pa.gov/programs/solar-energy-program-sep/,low,Solar PV generation/manufacturing grants ($1.50/W up to $1M) do not align neatly with standard Scout HVAC/envelope/water heating technology categories. Clarify whether solar PV generation should be tracked in Scout and whether start/end years can be confirmed from DCED application guidelines.,reference,Solar Energy Program (Grant Category): https://dced.pa.gov/programs/solar-energy-program-sep/,PA,all commercial,all,all,all,electricity,,,,non-federal,,,,,,1.50,$/W,,,,
22790,Solar for Schools Grant Program (S4S),updated,https://dced.pa.gov/programs/solar-for-schools-grant-program-s4s/,low,"Solar PV and solar thermal technologies do not map directly to standard Scout building end-use/equipment technologies. The grant amount varies by the applicant's Market Value/Personal Income Aid Ratio (30%, 40%, or 50% up to tier caps) and there is a conflict in the maximum dollar cap between summary ($360k/$480k/$600k) and details ($300k/$400k/$500k). Program start and end years are not provided in the source record.",reference,Solar for Schools Grant Program (S4S): https://dced.pa.gov/programs/solar-for-schools-grant-program-s4s/,PA,education,all,all,all,electricity,all,,replace,non-federal,,,,,,,,,,,
679,Sustainable Energy Fund (SEF) Loan Program (PPL Territory),updated,http://www.TheSEF.org,low,"Program is a loan/financing program ($5,000 to $1,000,000 loan range) rather than a direct equipment rebate or tax credit. No dollar rebate per unit/home, credit percentage, or numeric performance thresholds are provided. Reviewer should determine if/how clean energy financing/loan programs should be modeled in Scout incentives.csv.",reference,Sustainable Energy Fund (SEF) Loan Program (PPL Territory): http://www.TheSEF.org,PA,all commercial,all,all,all,all,,,,non-federal,,,,,,,,1999,,,
2801,Local Option - Property Tax Exemption for Renewable Energy Systems,updated,,low,"This is a property tax exemption program with no fixed rebate amount or credit percentage specified in the input text. Source URL is missing. Mapping solar water heating / PV to Scout technology categories (e.g., electric WH) needs verification, and tax savings need to be modeled as equivalent equipment incentives.",reference,Local Option - Property Tax Exemption for Renewable Energy Systems (Rhode Island Office of Energy Resources),RI,all residential,all,water heating,electric WH,solar,,,,non-federal,,,,,,,,2016,,,
3024,Rhode Island Energy (Gas) - Residential Gas Heating Rebate Programs,updated,https://www.rienergy.com/site/ways-to-save/save-money-with-rebates-and-incentives/natural-gas-heating,medium,"Drafted for the natural gas furnace measure (>=97% AFUE, $525 rebate). Separate candidate rows should be created for boilers ($775), tankless water heaters ($600), storage water heaters ($70), thermostats ($75/$25), and combined units ($950). Program start/end years are not explicitly stated in DSIRE.",reference,Rhode Island Energy (Gas) - Residential Gas Heating Rebate Programs: https://www.rienergy.com/site/ways-to-save/save-money-with-rebates-and-incentives/natural-gas-heating,RI,all residential,all,heating,furnace (NG),natural gas,natural gas,,replace,non-federal,,,0.97,AFUE,,525,$/unit,,,,
4806,Dominion Energy (Electric) - Residential EnergyWise Program,updated,https://www.dominionenergy.com/south-carolina/save-energy?tab=1,medium,"The DSIRE record contains incentives for multiple technologies (ASHP, CAC, HPWH, duct sealing/insulation, gas water heaters, gas furnaces). This draft row represents Heat Pump Water Heaters ($750). Separate rows should be created for other measures. Start and end years are not explicitly stated.",reference,Dominion Energy (Electric) - Residential EnergyWise Program: https://www.dominionenergy.com/south-carolina/save-energy?tab=1,SC,single family residential,all,water heating,electric WH,electricity,electricity,,replace,non-federal,,,,,,750,$/unit,,,,
3605,Duke Energy (Electric) - Residential Energy Efficiency Rebate Program,updated,https://www.duke-energy.com/home/products/smart-saver,medium,"DSIRE summary provides a flat $500 rebate for Heat Pump Water Heaters, but lacks explicit performance criteria (e.g., minimum UEF), start/end years, and market applicability fraction. Additional rows should be drafted for other eligible technologies in this program (ASHP, GSHP, CAC, duct sealing, insulation, smart thermostats).",reference,Duke Energy Smart $aver Program: https://www.duke-energy.com/home/products/smart-saver,SC,all residential,all,water heating,electric WH,electricity,all,,replace,non-federal,,,,,,500,$/unit,,,,
3968,Duke Energy Progress - Residential Energy Efficiency Rebate Program,updated,https://www.duke-energy.com/home/products/smart-saver,medium,"This program covers multiple technologies (e.g., ASHP $350-$900, GSHP $2300-$2500, CAC $200-$500, HPWH $500, Attic Insulation/Sealing $700); this row drafts Heat Pump Water Heater. Specific efficiency performance levels (e.g., UEF threshold) and start/end dates are not provided in the text and need verification from the program URL.",reference,Duke Energy Progress - Residential Energy Efficiency Rebate Program: https://www.duke-energy.com/home/products/smart-saver,SC,all residential,existing,water heating,electric WH,electricity,all,,replace,non-federal,,,,,,500,$/unit,,,,
2099,Palmetto Electric Cooperative - Buried Treasure Rebate Program,updated,https://www.palmetto.coop/buried-treasure,medium,"Start and end years are not provided in the source text. No specific performance level (COP/EER) threshold is listed. A separate row may be needed for Dual Fuel Heat Pumps (ASHP) capped at $700 vs GSHP capped at $1,000.",reference,Palmetto Electric Cooperative - Buried Treasure Rebate Program: https://www.palmetto.coop/buried-treasure,SC,all residential,all,heating,GSHP,electricity,all,,replace,non-federal,,,,,,200,$/ton,,,,
22419,Renewable Energy and Energy Storage Property Tax Exemption,updated,,low,Property tax exemptions (100% exemption on property tax value) cannot be directly mapped to equipment cost rebates ($/unit or % equipment credit). Renewable energy equipment and battery storage (<= 20 kW-AC) do not directly align with standard Scout energy efficiency / heat pump technologies. Start year inferred from 2021 bill enactment date.,reference,Renewable Energy and Energy Storage Property Tax Exemption: https://www.scstatehouse.gov/sess124_2021-2022/bills/3354.htm,SC,"all residential, commercial",all,all,all,electricity,,,,non-federal,,,,,,,,2021,,,
